VPOL.1	TPHA.1	TBLA.1	NDAI.1	NCAS.1	KNAG.1	KAFR.1	CGLA.1	SUVACBS7001.1	SMIKIFO1815.1	SCERREF.1	ANC	ZROU	TDEL	KLAC	EGOS	ECYM	LKLU	LTHE	LWAL	SCERREF.2	SMIKIFO1815.2	SUVACBS7001.2	CGLA.2	KAFR.2	KNAG.2	NCAS.2	NDAI.2	TBLA.2	TPHA.2	VPOL.2
VPOL_Kpol_505.40	TPHA_TPHA0D03210	TBLA_TBLA0C05300	NDAI_NDAI0B05780	NCAS_NCAS0F03480	KNAG_KNAG0A07890	KAFR_KAFR0B06600	CGLA_CAGL0D05016g	SUVACBS7001_Suva_16.471	SMIKIFO1815_Smik_16.390	SCERREF_YPR143W	ANC_Anc_3.480	ZROU_ZYRO0B04268g	TDEL_TDEL0F03650	KLAC_KLLA0B10934g	EGOS_AGR252C	ECYM_Ecym_4406	LKLU_SAKL0F03146g	LTHE_KLTH0F14520g	LWAL_Kwal_55.21172	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VPOL_Kpol_1017.12	TPHA_TPHA0D03230	TBLA_TBLA0C04420	NDAI_NDAI0B05800	NCAS_NCAS0F03500	KNAG_KNAG0A07910	KAFR_KAFR0B06630	CGLA_CAGL0I10670g	SUVACBS7001_Suva_16.473	SMIKIFO1815_Smik_16.395	SCERREF_YPR144C	ANC_Anc_3.482	ZROU_ZYRO0B04180g	TDEL_TDEL0D05510	KLAC_KLLA0B10890g	EGOS_ADR171C	ECYM_Ecym_1245	LKLU_SAKL0F03014g	LTHE_KLTH0F14586g	LWAL_Kwal_55.21179	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VPOL_Kpol_480.17	TPHA_TPHA0D04220	TBLA_TBLA0C04450	NDAI_NDAI0B05830	NCAS_NCAS0F03530	NA	NA	CGLA_CAGL0L08514g	SUVACBS7001_Suva_16.476	SMIKIFO1815_Smik_16.400	SCERREF_YPR147C	ANC_Anc_3.488	ZROU_ZYRO0D10076g	TDEL_TDEL0D05560	NA	EGOS_AFR306C	ECYM_Ecym_1241	LKLU_SAKL0F02860g	LTHE_KLTH0F14740g	LWAL_Kwal_55.21219	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	TPHA_TPHA0D03270	TBLA_TBLA0D02980	NDAI_NDAI0B05850	NCAS_NCAS0F03540	KNAG_KNAG0A07930	KAFR_KAFR0G03680	CGLA_CAGL0L08492g	SUVACBS7001_Suva_16.477	SMIKIFO1815_Smik_16.401	SCERREF_YPR148C	ANC_Anc_3.491	ZROU_ZYRO0D10010g	TDEL_TDEL0D05590	KLAC_KLLA0E04621g	EGOS_AFR309C	ECYM_Ecym_1238	LKLU_SAKL0F02794g	LTHE_KLTH0F14806g	LWAL_Kwal_55.21227	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VPOL_Kpol_1017.4	TPHA_TPHA0D03300	TBLA_TBLA0D02940	NDAI_NDAI0B05890	NCAS_NCAS0F03570	KNAG_KNAG0A07960	KAFR_KAFR0G03710	CGLA_CAGL0L08426g	SUVACBS7001_Suva_16.479	SMIKIFO1815_Smik_16.403	SCERREF_YPR151C	ANC_Anc_3.496	ZROU_ZYRO0D09812g	TDEL_TDEL0D05640	KLAC_KLLA0E03983g	EGOS_AFR315C	ECYM_Ecym_1233	LKLU_SAKL0F02618g	LTHE_KLTH0F14938g	LWAL_Kwal_55.21248	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VPOL_Kpol_480.11	TPHA_TPHA0A05690	TBLA_TBLA0D02930	NDAI_NDAI0B05900	NCAS_NCAS0F03580	KNAG_KNAG0A07970	KAFR_KAFR0G03720	CGLA_CAGL0L08404g	SUVACBS7001_Suva_16.480	SMIKIFO1815_Smik_16.404	SCERREF_YPR152C	ANC_Anc_3.498	ZROU_ZYRO0D09768g	TDEL_TDEL0D05660	KLAC_KLLA0E03939g	EGOS_AFR317C	ECYM_Ecym_1231	LKLU_SAKL0F02552g	LTHE_KLTH0G02398g	LWAL_Kwal_47.18895	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VPOL_Kpol_480.9	TPHA_TPHA0A05710	TBLA_TBLA0C04520	NA	NCAS_NCAS0F03590	KNAG_KNAG0A07980	KAFR_KAFR0G03730	CGLA_CAGL0L08382g	NA	NA	SCERREF_YPR153W	ANC_Anc_3.500	ZROU_ZYRO0D09724g	TDEL_TDEL0D05680	KLAC_KLLA0E03895g	EGOS_AFR319W	NA	LKLU_SAKL0F02508g	LTHE_KLTH0G02354g	LWAL_Kwal_47.18903	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VPOL_Kpol_480.7	TPHA_TPHA0A05730	NA	NDAI_NDAI0B05930	NCAS_NCAS0F03610	KNAG_KNAG0A08000	KAFR_KAFR0G03750	CGLA_CAGL0F04851g	SUVACBS7001_Suva_16.483	SMIKIFO1815_Smik_16.407	SCERREF_YPR155C	ANC_Anc_3.502	ZROU_ZYRO0D09680g	TDEL_TDEL0D05700	KLAC_KLLA0E03851g	EGOS_AFR321C	ECYM_Ecym_1227	LKLU_SAKL0F02464g	LTHE_KLTH0G02310g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VPOL_Kpol_1040.21	TPHA_TPHA0L00520	TBLA_TBLA0E02270	NDAI_NDAI0H02460	NCAS_NCAS0F01570	KNAG_KNAG0L00540	KAFR_KAFR0D01240	CGLA_CAGL0F00957g	SUVACBS7001_Suva_1.51	SMIKIFO1815_Smik_1.51	SCERREF_YAL016W	ANC_Anc_7.88	ZROU_ZYRO0D05544g	TDEL_TDEL0H03620	KLAC_KLLA0F07689g	EGOS_ACR279C	ECYM_Ecym_2638	LKLU_SAKL0B09812g	LTHE_KLTH0D02530g	LWAL_Kwal_26.7163	NA	NA	NA	CGLA_CAGL0H06281g	NA	NA	NA	NA	NA	TPHA_TPHA0H02620	VPOL_Kpol_1044.5
VPOL_Kpol_2002.37	TPHA_TPHA0E03720	TBLA_TBLA0A05090	NDAI_NDAI0A00410	NCAS_NCAS0B08860	KNAG_KNAG0C00460	KAFR_KAFR0D00370	CGLA_CAGL0B00814g	SUVACBS7001_Suva_3.179	SMIKIFO1815_Smik_3.43	SCERREF_YCL034W	ANC_Anc_1.39	ZROU_ZYRO0F17710g	TDEL_TDEL0C06630	KLAC_KLLA0C01320g	EGOS_AFR709C	ECYM_Ecym_1045	LKLU_SAKL0C01342g	LTHE_KLTH0F01298g	LWAL_Kwal_33.13167	NA	NA	NA	NA	NA	NA	NA	NA	TBLA_TBLA0A07360	NA	NA
VPOL_Kpol_278.3	TPHA_TPHA0D03360	TBLA_TBLA0F01850	NDAI_NDAI0B05960	NCAS_NCAS0F03660	KNAG_KNAG0E01370	KAFR_KAFR0I02450	CGLA_CAGL0F04895g	SUVACBS7001_Suva_16.490	SMIKIFO1815_Smik_16.419	SCERREF_YPR160W	ANC_Anc_3.510	ZROU_ZYRO0C06050g	TDEL_TDEL0D05780	KLAC_KLLA0F10065g	EGOS_AFR547W	ECYM_Ecym_1218	LKLU_SAKL0F02222g	LTHE_KLTH0G02046g	LWAL_Kwal_47.18970	NA	NA	NA	NA	NA	NA	NA	NA	TBLA_TBLA0I03210	NA	NA
VPOL_Kpol_1013.52	TPHA_TPHA0I03100	TBLA_TBLA0J00250	NDAI_NDAI0J00420	NCAS_NCAS0A15040	KNAG_KNAG0F03730	KAFR_KAFR0B00520	CGLA_CAGL0I08349g	SUVACBS7001_Suva_16.491	SMIKIFO1815_Smik_16.420	SCERREF_YPR161C	ANC_Anc_7.515	ZROU_ZYRO0D01584g	TDEL_TDEL0H00560	KLAC_KLLA0D10527g	EGOS_ABR177C	ECYM_Ecym_7206	LKLU_SAKL0F15510g	LTHE_KLTH0F18458g	LWAL_Kwal_55.21900	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VPOL_Kpol_1008.15	TPHA_TPHA0G00360	TBLA_TBLA0J00240	NDAI_NDAI0J00410	NCAS_NCAS0A15050	KNAG_KNAG0F03740	KAFR_KAFR0A03150	CGLA_CAGL0I08371g	SUVACBS7001_Suva_16.492	SMIKIFO1815_Smik_16.421	SCERREF_YPR162C	ANC_Anc_7.516	ZROU_ZYRO0D01562g	TDEL_TDEL0H00550	KLAC_KLLA0C16984g	EGOS_ABR178C	ECYM_Ecym_7207	LKLU_SAKL0F15532g	LTHE_KLTH0F18480g	LWAL_Kwal_55.21903	SCERREF_YLR453C	SMIKIFO1815_Smik_12.551	SUVACBS7001_Suva_10.572	CGLA_CAGL0H00352g	KAFR_KAFR0B00510	KNAG_KNAG0D05270	NCAS_NCAS0H00250	NA	NA	NA	NA
VPOL_Kpol_1013.51	TPHA_TPHA0I03110	TBLA_TBLA0J00230	NDAI_NDAI0D00200	NCAS_NCAS0H00240	KNAG_KNAG0D05280	KAFR_KAFR0A03140	CGLA_CAGL0I08393g	SUVACBS7001_Suva_16.493	SMIKIFO1815_Smik_16.422	SCERREF_YPR163C	ANC_Anc_7.517	ZROU_ZYRO0D01540g	TDEL_TDEL0H00540	KLAC_KLLA0B10560g	EGOS_ABR179C	ECYM_Ecym_7208	LKLU_SAKL0F15554g	LTHE_KLTH0F18524g	LWAL_Kwal_55.21909	NA	NA	NA	NA	NA	NA	NA	NA	TBLA_TBLA0F02930	NA	NA
VPOL_Kpol_1008.16	TPHA_TPHA0G00350	TBLA_TBLA0F02950	NDAI_NDAI0J00220	NCAS_NCAS0A15060	KNAG_KNAG0F03750	KAFR_KAFR0B00500	CGLA_CAGL0I08415g	SUVACBS7001_Suva_16.494	SMIKIFO1815_Smik_16.423	SCERREF_YPR164W	ANC_Anc_7.519	ZROU_ZYRO0D01496g	TDEL_TDEL0H00510	KLAC_KLLA0B10604g	EGOS_ABR181W	ECYM_Ecym_7210	LKLU_SAKL0F15598g	LTHE_KLTH0F18568g	LWAL_Kwal_55.21933	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VPOL_Kpol_1013.48	TPHA_TPHA0I03140	NA	NA	NA	NA	NA	NA	NA	NA	NA	ANC_Anc_7.521	ZROU_ZYRO0D01452g	NA	KLAC_KLLA0B10626g	EGOS_ABR183W	ECYM_Ecym_7212	LKLU_SAKL0F15642g	LTHE_KLTH0F18612g	LWAL_Kwal_55.21941	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VPOL_Kpol_1013.47	TPHA_TPHA0I03150	TBLA_TBLA0F02970	NDAI_NDAI0J00240	NCAS_NCAS0A15080	KNAG_KNAG0F03770	KAFR_KAFR0B00470	CGLA_CAGL0I08481g	SUVACBS7001_Suva_16.496	SMIKIFO1815_Smik_16.425	SCERREF_YPR166C	ANC_Anc_7.522	ZROU_ZYRO0D01430g	TDEL_TDEL0H00490	KLAC_KLLA0B10648g	EGOS_ABR184C	ECYM_Ecym_7213	LKLU_SAKL0F15664g	LTHE_KLTH0F18634g	LWAL_Kwal_55.21944	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VPOL_Kpol_1008.18	TPHA_TPHA0G00330	TBLA_TBLA0F02980	NDAI_NDAI0J00250	NCAS_NCAS0A15090	KNAG_KNAG0F03790	KAFR_KAFR0B00460	CGLA_CAGL0I08503g	SUVACBS7001_Suva_16.497	SMIKIFO1815_Smik_16.426	SCERREF_YPR167C	ANC_Anc_7.523	ZROU_ZYRO0D01408g	TDEL_TDEL0H00480	KLAC_KLLA0B10692g	EGOS_AEL259W	ECYM_Ecym_2602	LKLU_SAKL0F15686g	LTHE_KLTH0F18656g	LWAL_Kwal_55.21945	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VPOL_Kpol_1008.19	TPHA_TPHA0G00320	TBLA_TBLA0J00200	NDAI_NDAI0D00170	NCAS_NCAS0H00210	KNAG_KNAG0D05310	KAFR_KAFR0A03110	CGLA_CAGL0I08525g	SUVACBS7001_Suva_16.498	SMIKIFO1815_Smik_16.427	SCERREF_YPR168W	ANC_Anc_7.524	ZROU_ZYRO0D01386g	TDEL_TDEL0H00470	KLAC_KLLA0B10714g	EGOS_AEL260C	ECYM_Ecym_2603	LKLU_SAKL0F15708g	LTHE_KLTH0F18678g	LWAL_Kwal_55.21948	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VPOL_Kpol_1013.46	TPHA_TPHA0I03160	TBLA_TBLA0F02990	NDAI_NDAI0J00260	NCAS_NCAS0A15100	KNAG_KNAG0F03800	KAFR_KAFR0B00450	CGLA_CAGL0I06490g	SUVACBS7001_Suva_16.499	SMIKIFO1815_Smik_16.428	SCERREF_YPR169W	ANC_Anc_7.525	ZROU_ZYRO0D01364g	TDEL_TDEL0H00460	KLAC_KLLA0B10736g	EGOS_AEL261C	ECYM_Ecym_2604	LKLU_SAKL0F15730g	LTHE_KLTH0F18700g	LWAL_Kwal_55.21950	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VPOL_Kpol_2000.98	TPHA_TPHA0B04810	TBLA_TBLA0A07350	NDAI_NDAI0A00420	NCAS_NCAS0B08850	KNAG_KNAG0C00470	KAFR_KAFR0D00380	CGLA_CAGL0B00836g	SUVACBS7001_Suva_3.180	SMIKIFO1815_Smik_3.44	SCERREF_YCL033C	ANC_Anc_1.40	ZROU_ZYRO0F17688g	TDEL_TDEL0C06620	KLAC_KLLA0C01342g	EGOS_AFR708W	ECYM_Ecym_1046	LKLU_SAKL0C01364g	LTHE_KLTH0F01320g	LWAL_Kwal_33.13170	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VPOL_Kpol_1013.44	TPHA_TPHA0I03180	TBLA_TBLA0J00170	NDAI_NDAI0J00270	NCAS_NCAS0A15110	KNAG_KNAG0F03820	KAFR_KAFR0B00430	CGLA_CAGL0I06446g	SUVACBS7001_Suva_16.504	SMIKIFO1815_Smik_16.436	SCERREF_YPR171W	ANC_Anc_7.527	ZROU_ZYRO0D01276g	TDEL_TDEL0H00440	KLAC_KLLA0B10780g	EGOS_AEL262C	ECYM_Ecym_2801	LKLU_SAKL0F15818g	LTHE_KLTH0A01056g	LWAL_Kwal_23.5331	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VPOL_Kpol_1013.42	TPHA_TPHA0I03200	TBLA_TBLA0E00840	NDAI_NDAI0J00290	NCAS_NCAS0A15130	KNAG_KNAG0F03850	KAFR_KAFR0B00410	CGLA_CAGL0I06402g	SUVACBS7001_Suva_16.506	SMIKIFO1815_Smik_16.438	SCERREF_YPR173C	ANC_Anc_7.530	ZROU_ZYRO0D01210g	TDEL_TDEL0H00410	KLAC_KLLA0B10846g	EGOS_AEL265W	ECYM_Ecym_2804	LKLU_SAKL0F15884g	LTHE_KLTH0A00968g	LWAL_Kwal_23.5338	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VPOL_Kpol_1013.40	TPHA_TPHA0I03220	TBLA_TBLA0E00800	NDAI_NDAI0J00310	NCAS_NCAS0A15150	KNAG_KNAG0F03890	KAFR_KAFR0B00390	CGLA_CAGL0G09801g	SUVACBS7001_Suva_16.508	SMIKIFO1815_Smik_16.440	SCERREF_YPR175W	ANC_Anc_7.532	ZROU_ZYRO0D01166g	TDEL_TDEL0H00390	KLAC_KLLA0E04775g	EGOS_AEL267C	ECYM_Ecym_2806	LKLU_SAKL0F15928g	LTHE_KLTH0A00924g	LWAL_Kwal_23.5347	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VPOL_Kpol_1013.39	TPHA_TPHA0I03230	TBLA_TBLA0E00790	NDAI_NDAI0J00320	NCAS_NCAS0A15160	KNAG_KNAG0F03880	KAFR_KAFR0B00380	CGLA_CAGL0G09823g	SUVACBS7001_Suva_16.509	SMIKIFO1815_Smik_16.441	SCERREF_YPR176C	ANC_Anc_7.533	ZROU_ZYRO0D01144g	TDEL_TDEL0H00380	KLAC_KLLA0E04797g	EGOS_AEL268W	ECYM_Ecym_2807	LKLU_SAKL0F15950g	LTHE_KLTH0A00902g	LWAL_Kwal_23.5350	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	TPHA_TPHA0I03240	TBLA_TBLA0E00760	NDAI_NDAI0J00330	NCAS_NCAS0A15170	KNAG_KNAG0F03870	KAFR_KAFR0B00370	CGLA_CAGL0G09845g	SUVACBS7001_Suva_16.510	SMIKIFO1815_Smik_16.442	SCERREF_YPR178W	ANC_Anc_7.534	ZROU_ZYRO0D01122g	TDEL_TDEL0H00370	KLAC_KLLA0E04819g	EGOS_AEL269C	ECYM_Ecym_2808	LKLU_SAKL0F15972g	LTHE_KLTH0A00880g	LWAL_Kwal_23.5351	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VPOL_Kpol_1013.36	TPHA_TPHA0I03250	TBLA_TBLA0B04890	NDAI_NDAI0J00340	NCAS_NCAS0A15180	KNAG_KNAG0F03900	KAFR_KAFR0B00360	CGLA_CAGL0G09867g	SUVACBS7001_Suva_16.511	SMIKIFO1815_Smik_16.443	SCERREF_YPR179C	ANC_Anc_7.535	ZROU_ZYRO0D01100g	TDEL_TDEL0H00360	KLAC_KLLA0E04841g	EGOS_AEL270W	ECYM_Ecym_2809	LKLU_SAKL0F15994g	LTHE_KLTH0A00858g	LWAL_Kwal_23.5356	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VPOL_Kpol_1050.106	TPHA_TPHA0G00300	TBLA_TBLA0B04900	NDAI_NDAI0J00350	NCAS_NCAS0A15190	KNAG_KNAG0F03910	KAFR_KAFR0B00350	CGLA_CAGL0G09889g	SUVACBS7001_Suva_16.512	SMIKIFO1815_Smik_16.444	SCERREF_YPR180W	ANC_Anc_7.536	ZROU_ZYRO0D01078g	TDEL_TDEL0H00350	KLAC_KLLA0E04863g	EGOS_AEL271C	NA	LKLU_SAKL0F16016g	LTHE_KLTH0A00836g	LWAL_Kwal_23.5359	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VPOL_Kpol_1050.107	TPHA_TPHA0G00290	TBLA_TBLA0J00130	NDAI_NDAI0J00360	NCAS_NCAS0A15200	KNAG_KNAG0F03920	KAFR_KAFR0B00340	CGLA_CAGL0G09911g	SUVACBS7001_Suva_16.513	SMIKIFO1815_Smik_16.445	SCERREF_YPR181C	ANC_Anc_7.537	ZROU_ZYRO0D01056g	TDEL_TDEL0H00340	KLAC_KLLA0E04885g	EGOS_AEL272W	ECYM_Ecym_2811	LKLU_SAKL0F16038g	LTHE_KLTH0A00814g	LWAL_Kwal_23.5361	NA	NA	NA	CGLA_CAGL0H00242g	NA	NA	NA	NDAI_NDAI0D00120	TBLA_TBLA0B04910	TPHA_TPHA0I03260	VPOL_Kpol_1013.35
VPOL_Kpol_1013.34	TPHA_TPHA0I03270	TBLA_TBLA0B04935	NDAI_NDAI0J00380	NCAS_NCAS0A15220	KNAG_KNAG0F03940	KAFR_KAFR0B00320	CGLA_CAGL0G09933g	SUVACBS7001_Suva_16.514	NA	SCERREF_YPR182W	ANC_Anc_7.539	ZROU_ZYRO0D00990g	TDEL_TDEL0H00320	KLAC_KLLA0E04929g	EGOS_AEL274C	ECYM_Ecym_2813	LKLU_SAKL0F16082g	LTHE_KLTH0A00770g	LWAL_Kwal_23.5375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VPOL_Kpol_1013.33	TPHA_TPHA0I03280	TBLA_TBLA0J00120	NDAI_NDAI0J00200	NCAS_NCAS0A15230	KNAG_KNAG0F03950	KAFR_KAFR0B00310	CGLA_CAGL0G09955g	SUVACBS7001_Suva_16.515	SMIKIFO1815_Smik_16.447	SCERREF_YPR183W	ANC_Anc_7.540	ZROU_ZYRO0D00968g	TDEL_TDEL0H00310	KLAC_KLLA0B03377g	EGOS_AEL275C	ECYM_Ecym_2814	LKLU_SAKL0F16104g	LTHE_KLTH0A00748g	LWAL_Kwal_23.5378	NA	NA	NA	NA	NA	NA	NA	NA	TBLA_TBLA0B04940	NA	NA
VPOL_Kpol_2000.96	TPHA_TPHA0B04790	TBLA_TBLA0A07330	NDAI_NDAI0A00430	NCAS_NCAS0B08840	KNAG_KNAG0C00480	KAFR_KAFR0D00390	CGLA_CAGL0B00858g	SUVACBS7001_Suva_3.181	SMIKIFO1815_Smik_3.45	SCERREF_YCL032W	ANC_Anc_1.42	ZROU_ZYRO0F17644g	TDEL_TDEL0C06600	KLAC_KLLA0C01386g	EGOS_AFR706C	ECYM_Ecym_1048	LKLU_SAKL0C01408g	LTHE_KLTH0F01364g	LWAL_Kwal_33.13175	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VPOL_Kpol_1013.31	TPHA_TPHA0I03290	TBLA_TBLA0J00110	NDAI_NDAI0J00180	NCAS_NCAS0A15250	KNAG_KNAG0F03960	KAFR_KAFR0B00300	CGLA_CAGL0G09977g	SUVACBS7001_Suva_16.516	SMIKIFO1815_Smik_16.448	SCERREF_YPR184W	ANC_Anc_7.541	ZROU_ZYRO0D00946g	TDEL_TDEL0H00300	KLAC_Klac_YGOB_Anc_7.541	EGOS_AEL276C	ECYM_Ecym_2815	LKLU_SAKL0F16126g	LTHE_KLTH0A00726g	LWAL_Kwal_23.5383	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VPOL_Kpol_219.5	TPHA_TPHA0I03300	TBLA_TBLA0B04950	NDAI_NDAI0J00170	NCAS_NCAS0A15260	KNAG_KNAG0F03970	KAFR_KAFR0B00290	CGLA_CAGL0G09999g	SUVACBS7001_Suva_16.517	SMIKIFO1815_Smik_16.449	SCERREF_YPR185W	ANC_Anc_7.542	ZROU_ZYRO0D00924g	TDEL_TDEL0H00290	KLAC_KLLA0B03432g	EGOS_AEL277C	ECYM_Ecym_2816	LKLU_SAKL0F16148g	LTHE_KLTH0A00704g	LWAL_Kwal_23.5395	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VPOL_Kpol_1050.109	TPHA_TPHA0G00270	TBLA_TBLA0B04960	NDAI_NDAI0J00160	NCAS_NCAS0A15270	KNAG_KNAG0F03980	KAFR_KAFR0B00280	CGLA_CAGL0G10021g	SUVACBS7001_Suva_16.518	SMIKIFO1815_Smik_16.450	SCERREF_YPR186C	ANC_Anc_7.543	ZROU_ZYRO0D00902g	TDEL_TDEL0H00280	KLAC_KLLA0B03454g	EGOS_AEL278W	ECYM_Ecym_2817	LKLU_SAKL0F16170g	LTHE_KLTH0A00682g	LWAL_Kwal_23.5400	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VPOL_Kpol_YGOB_Anc_7.544	TPHA_TPHA0G00260	TBLA_TBLA0B04970	NDAI_NDAI0J00150	NCAS_NCAS0A15280	KNAG_KNAG0F03990	KAFR_KAFR0B00270	CGLA_CAGL0G10043g	SUVACBS7001_Suva_16.519	SMIKIFO1815_Smik_16.451	SCERREF_YPR187W	ANC_Anc_7.544	ZROU_ZYRO0D00880g	TDEL_TDEL0H00270	KLAC_KLLA0B03476g	EGOS_AEL279C	ECYM_Ecym_2818	LKLU_SAKL0F16192g	LTHE_KLTH0A00660g	LWAL_Kwal_YGOB_Anc_7.544	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VPOL_Kpol_1050.111	TPHA_TPHA0G00250	TBLA_TBLA0B04980	NDAI_NDAI0J00140	NCAS_NCAS0A15290	KNAG_KNAG0F04000	KAFR_KAFR0B00260	CGLA_CAGL0G10065g	SUVACBS7001_Suva_16.520	SMIKIFO1815_Smik_16.452	SCERREF_YPR188C	ANC_Anc_7.545	ZROU_ZYRO0D00858g	TDEL_TDEL0H00260	KLAC_KLLA0B03498g	EGOS_AEL280W	ECYM_Ecym_2819	LKLU_SAKL0F16214g	LTHE_Kthe_YGOB_Anc_7.545	LWAL_Kwal_23.5407	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	TPHA_TPHA0G00240	TBLA_TBLA0B04990	NDAI_NDAI0J00130	NCAS_NCAS0A15300	KNAG_KNAG0F04010	KAFR_KAFR0B00250	CGLA_CAGL0G10087g	SUVACBS7001_Suva_16.521	SMIKIFO1815_Smik_16.453	SCERREF_YPR189W	ANC_Anc_7.546	ZROU_ZYRO0D00836g	TDEL_TDEL0H00250	KLAC_KLLA0B03520g	EGOS_AEL281C	ECYM_Ecym_2820	LKLU_SAKL0F16236g	LTHE_KLTH0A00638g	LWAL_Kwal_23.5408	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VPOL_Kpol_1050.114	TPHA_TPHA0G00230	TBLA_TBLA0B05000	NDAI_NDAI0J00120	NCAS_NCAS0A15310	KNAG_KNAG0F04020	KAFR_KAFR0B00240	CGLA_CAGL0G10109g	SUVACBS7001_Suva_16.522	SMIKIFO1815_Smik_16.454	SCERREF_YPR190C	ANC_Anc_7.547	ZROU_ZYRO0D00814g	TDEL_TDEL0H00240	KLAC_KLLA0B03542g	EGOS_AEL282W	ECYM_Ecym_2821	LKLU_SAKL0F16258g	LTHE_KLTH0A00616g	LWAL_Kwal_23.5415	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VPOL_Kpol_1050.115	TPHA_TPHA0G00220	TBLA_TBLA0B05010	NDAI_NDAI0J00110	NCAS_NCAS0A15320	KNAG_KNAG0F04030	KAFR_KAFR0B00230	CGLA_CAGL0G10131g	SUVACBS7001_Suva_16.523	SMIKIFO1815_Smik_16.455	SCERREF_YPR191W	ANC_Anc_7.548	ZROU_ZYRO0E00528g	TDEL_TDEL0H00230	KLAC_KLLA0B03564g	EGOS_ACL199C	ECYM_Ecym_2822	LKLU_SAKL0F16280g	LTHE_KLTH0A00594g	LWAL_Kwal_23.5419	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NDAI_NDAI0C02350	NCAS_NCAS0A09820	NA	NA	NA	SUVACBS7001_Suva_16.525	SMIKIFO1815_Smik_16.457	SCERREF_YPR193C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VPOL_Kpol_455.13	NA	NA	NA	NA	NA	NA	NA	SUVACBS7001_Suva_16.526	SMIKIFO1815_Smik_16.458	SCERREF_YPR194C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VPOL_Kpol_2002.38	TPHA_TPHA0E03710	TBLA_TBLA0A05100	NDAI_NDAI0A00440	NCAS_NCAS0B08830	KNAG_KNAG0C00490	KAFR_KAFR0D00400	CGLA_CAGL0B00880g	SUVACBS7001_Suva_3.182	SMIKIFO1815_Smik_3.46	SCERREF_YCL031C	ANC_Anc_1.43	ZROU_ZYRO0F17622g	TDEL_TDEL0C06590	KLAC_KLLA0C01408g	EGOS_AFR705W	ECYM_Ecym_1049	LKLU_SAKL0C01430g	LTHE_KLTH0F01386g	LWAL_Kwal_33.13178	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SCERREF_YPR196W	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SCERREF_YPR198W	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SCERREF_YPR199C	NA	NA	NA	KLAC_KLLA0E00265g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
